RecipeID,recipe_name,recipies,By,Description,RequiredTime,Servings,Ingredients,Directions,Nutritions,Tags,ImageLink,ExtraTags
184,Mango Wadi recipe - How to make Mango Wadi,Mango Wadi,Jyoti V B,Try this delicious wadi made out of mango pulp.,35,4,"1 cup mango pulp
1 cup sugar
a pinch yellow food colour","Method
Take a heavy bottom deep pan and put sugar and mango pulp, mix well and cook for 15-20 minutes stirring continuously or till it becomes thick.
Add food colou amd mix well.
Take a plate and grease it with little oil and put the cooked mango sugar mixture into the plate and spread it with your hand.
After 5 minutes cut them into pieces.
Serve chilled.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}",['Maharashtrian Sweet Dishes'],https://www.tarladalal.com/members/575789/big/big_mango_wadi-81.jpg?size=500X281,"['Maharashtrian Sweet Dishes', 'Mango Wadi recipe - How to make Mango Wadi']"
185,Masala Bhaath recipe - How to make Masala Bhaath,Masala Bhaath,rmonty,"Masala bhaath is a traditional bhaath or rice recipe which is quite common in maharashtrian households. The rice is cooked with spice powders, roasted onion, tomatoes and red chilli powder and relished hot with chopped coriander as garnish.",40,4,"1 tbsp coriander (dhania) seeds
1/2 tsp cumin seeds (jeera)
2 cloves (laung / lavang)
5 to 6 garlic (lehsun) cloves
2 tsp grated ginger (adrak)
1/2 tsp peppercorns (kalimirch)
4 green cardamoms
2 sticks cinnamon (dalchini)
1/2 tsp turmeric powder (haldi)
3 tomatoes , cut into slices
2 onions , chopped
2 cups rice (chawal)","Method
Combine the coriander seeds, cumin seeds, cloves (laung / lavang), garlic, ginger, peppercorns, green cardamoms, cinnamon and turmeric powder and blend in a mixer till smooth.
Heat the oil in a kadhai, add the onions and saute till they turn golden brown.
Add the ground paste and saute till the oil leaves the sides.
Add the rice and 4 cups water and salt, mix well and add the tomatoes.
Cover and cook till the rice is soft and cooked.
Serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}",['Maharashtrian Bhaat (Rice)'],https://www.tarladalal.com/images/recipe/addnewphoto.jpg,"['Maharashtrian Bhaat (Rice)', 'Masala Bhaath recipe - How to make Masala Bhaath']"
186,"Masala Bhaat, Maharashtrian Masala Bhaat Health Recipe recipe - How to make Masala Bhaat, Maharashtrian Masala Bhaat Health Recipe","Masala Bhaat, Maharashtrian Masala Bhaat Health Recipe",Tarla Dalal,"Maharashtrian masala bhaat recipe | healthy masala brown rice | healthy masala vegetable pulao | with 26 amazing images.

Maharashtrian masala bhaat recipe is a famous delicacy from west of India made in most Maharashtrian homes quite frequently. Here it has been made slightly nourishing by the addition of brown rice by way of healthy masala brown rice. Learn how to make healthy masala bhaat in pressure cooker.

To make healthy masala vegetable pulao, you first need to make a dry spice powder by dry roasting basic spices like cumin seeds, coriander seeds, cloves and black peppercorns and then blending them to a powder. Follow it heating oil in a deep non-stick pan and give a tempering of cumin seeds. As the seeds crackle, add asafoetida, ginger, green chillies and turmeric powder and saut� for a few seconds. Add all the vegetables, salt and little water and allow the vegetables to cook for 8 to 10 minutes. Finally add the cooked brown rice and dry spice powder, mix well and cook for another 2 minutes. Garnish with coriander and serve.

Brown rice used to make healthy masala vegetable pulao has slightly more fiber than the white polished rice used in the traditional recipe. Moreover this recipe makes use of many colourful veggies which adds a dose of antioxidants and fiber. Antioxidants will help you get rid of the free radicals, while the fiber will keep up your digestive health. Moreover this recipe has a twist of using only 2 tsp of oil as compared to oodles of oil used authentically.

Healthy masala brown rice thus should be preferred over white rice based masala bhaat whether you are a healthy individual or a heart patient. However rice is full of carbs, so do not get carried away by its colours and flavours. Restrict your portion size for sure.

This traditional Maharashtrian masala bhaat recipe is an amazing combination of spicy flavours and mouth-watering textures. When served with low fat curds or raita , it makes a complete meal in itself. Instead of brinjals and tendli, you can choose vegetables that are handy and whip up an easy nutritious meal in a jiffy.

Enjoy Maharashtrian masala bhaat recipe | healthy masala brown rice | healthy masala vegetable pulao | with step by step photos.",30,4,"For Masala Bhaat
2 cups cooked brown rice
2 tsp oil
1/2 tsp cumin seeds (jeera)
1/2 cup finely chopped onions
a pinch of asafoetida (hing)
1/2 tsp grated ginger (adrak)
1 tsp finely chopped green chillies
1/2 tsp turmeric powder (haldi)
1/2 cup sliced tendli (ivy gourd)
1/2 cup green peas
salt to taste
1/2 cup brinjal (baingan / eggplant) cubes

For The Dry Spice Powder
1/2 tsp cumin seeds (jeera)
1/2 tsp coriander (dhania) seeds
3 cloves (laung / lavang)
5 to 6 black peppercorns (kalimirch)

For The Garnish
1 tbsp finely chopped coriander (dhania)","Method
For the dry spice powder
Combine the cumin seeds, coriander seeds, cloves and peppercorns in a broad non-stick pan and saut� on a medium flame for a few seconds.
Remove from the flame and blend in a mixer to a smooth powder. Keep aside.

How to proceed to make masala bhaat
To make masala bhaat, heat the oil in a deep non-stick pan and add the cumin seeds.
When the seeds crackle, add the onions and saut� on a medium flame for 1 minute.
Add the asafoetida, ginger, green chillies and turmeric powder and saut� on a medium flame for a few seconds.
Add the tendli, green peas, brinjal, salt and 3 tbsp of water, cover with a lid and cook on a medium flame for 8 to 10 minutes, while stirring occasionally.
Add the rice and dry powder, mix well and cook on a medium flame for 2 minutes.
Serve the masala bhaat hot garnished with coriander.","{""energy"" : ""181 cal"", ""protein"" : ""4.9 g"", ""carbs"" : ""37.1 g"", ""fiber"" : ""4.4 g"", ""fat"" : ""1.6 g"", ""cholestrol"" : ""0 mg"", ""sodium"" : ""11.2 mg""}","['Maharashtrian Bhaat (Rice)', 'One Dish Vegetarian Meals', 'One Meal Dinner', 'Indian Tiffin Box, Lunch box, Dabba', 'Traditional Indian Rice Recipes', 'Quick South Indian, Maharashtrian Rice Recipes', ""Mother's Day""]","https://www.tarladalal.com/members/9306/big/big_masala_bhaat,_maharashtrian_masala_bhaat_health_recipe-14765.jpg?size=696X905","['Maharashtrian Bhaat (Rice)', 'One Dish Vegetarian Meals', 'One Meal Dinner', 'Indian Tiffin Box, Lunch box, Dabba', 'Traditional Indian Rice Recipes', 'Quick South Indian, Maharashtrian Rice Recipes', ""Mother's Day"", 'Masala Bhaat, Maharashtrian Masala Bhaat Health Recipe recipe - How to make Masala Bhaat, Maharashtrian Masala Bhaat Health Recipe']"
187,"Masala Bhaat, Microwave Maharashtrian Masala Bhaat recipe - How to make Masala Bhaat, Microwave Maharashtrian Masala Bhaat","Masala Bhaat, Microwave Maharashtrian Masala Bhaat",Tarla Dalal,"This Maharashtrian recipe of rice, tendli and peas, simmered with spices makes a great meal by itself.",30,4,"For The Spice Powder
2 cloves (laung / lavang)
1/2 of cinnamon (dalchini)
1 tsp coriander (dhania) seeds
1 tsp cumin seeds (jeera)
1/2 cup grated dry coconut (kopra)
2 tbsp sesame seeds (til)

Other Ingredients
1 cup long grained rice (basmati)
1 cup tendli (ivy gourd) , sliced horizontally
1/2 cup green peas
1/2 tsp mustard seeds ( rai / sarson)
1/2 tsp cumin seeds (jeera)
3 cardamoms
1/2 of cinnamon (dalchini)
5 cloves (laung / lavang)
1/4 tsp fenugreek (methi) seeds
2 green chillies
5 curry leaves (kadi patta)
1/4 tsp asafoetida (hing)
1/2 tsp turmeric powder (haldi)
1/2 cup grated fresh coconut
1/4 cup chopped coriander (dhania)
8 to 10 cashewnuts (kaju) , fried
1 tbsp ghee
salt to taste","Method
For the spice powder
Combine all the ingredients in a glass plate and microwave on high for 2 minutes.
Grind to a fine powder in a food processor. Keep aside.

How to proceed
Clean and wash the rice. Soak in warm water for about 10 minutes. Drain and keep aside.
Combine the mustard seeds, cumin seeds, cardamoms, cinnamon, cloves, fenugreek seeds, green chillies, curry leaves, asafoetida and ghee in a glass bowl and microwave on high for 1 minute.
Add the rice, tendli, peas, turmeric powder, spice powder and salt and mix well. Microwave on high for 2 minutes.
Add 2 1/2 cups of water to the rice mixture, mix well and microwave on high for 10 minutes, stirring onece in between after 5 minutes.
Add the coconut, coriander and cahewnuts and mix well.
Serve hot.","{""energy"" : ""344 cal"", ""protein"" : ""8.2 g"", ""carbs"" : ""43 g"", ""fiber"" : ""6.9 g"", ""fat"" : ""15.8 g"", ""cholestrol"" : ""0 mg"", ""sodium"" : ""28.7 mg""}","['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Microwave', 'Microwave']",https://www.tarladalal.com/members/9306/big/big_masala_bhaat_(_microwave_desi_khana)-11193.jpg?size=696X905,"['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Microwave', 'Microwave', 'Masala Bhaat, Microwave Maharashtrian Masala Bhaat recipe - How to make Masala Bhaat, Microwave Maharashtrian Masala Bhaat']"
188,Masala Bhaat - Sk recipe - How to make Masala Bhaat - Sk,Masala Bhaat - Sk,sumagandlur,"An unique main course recipe, Masala bhat(rice) is basically rice cooked with masaledaar spices, onion and tomato puree. The whole spices like cinnamon and cloves add aroma to the chawal dish and adds color on your dinner table.",40,1,"1 1/2 cups long grained rice (basmati)
8 small brinjals (baingan / eggplant)
salt to taste
8 to 10 tendlis
Fresh Coriander Leaves 1/4 medium sized
6 to 7 whole red chillies
1/2 cup grated dry coconut (kopra)
2 tsp coriander (dhania) seeds
1 tsp cumin seeds (jeera)
10 cashewnuts (kaju)
1/4 cup grated coconut
4 tbsp oil
2 bayleaves (tejpatta)
5 to 6 cloves (laung / lavang)
3 to 4 cardamoms (elaichi)
1 black cardamom (badi elaichi)
1 tsp turmeric powder (haldi)
1 tbsp lemon juice","Method

Soak rice in three cups of water for half an hour.
Wash brinjals and slit four brinjals crosswise leaving the stem intact. remove stem and cut the remaining into cubes. soak them in salted water.
Wash and cut tendlis into four lengthwise. clean, wash and chop fresh coriander leaves. remove stems of whole red chillies.
Dry roast coriander seeds, cumin seeds, whole red chillies, dry coconut till a nice aroma is given out. cool and grind into a paste with a little water.
Roast cashewnuts and keep aside.
Heat oil in a pan. add bay leaves, cloves, green cardamoms, black cardamoms and saut� for a minute. add masala paste and saut�. add tendlis and brinjals and mix. add salt, turmeric powder and stir. cook for five to eight minutes.
Drain water from soaked rice and add to the pan. add three cups of water and mix. add roasted cashewnuts, half the coriander leaves and adjust salt. cook for five to seven minutes. cover with lid and cook on medium heat till done.
Garnish with scraped coconut and remaining coriander leaves. if you wish you can also sprinkle some lemon juice and serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes']",https://www.tarladalal.com/images/recipe/addnewphoto.jpg,"['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes', 'Masala Bhaat - Sk recipe - How to make Masala Bhaat - Sk']"
189,Masala Bhat By shshy recipe - How to make Masala Bhat By shshy,Masala Bhat By shshy,shshy,"An unique main course recipe, Masala bhat(rice) is basically rice cooked with masaledaar spices,onion and tomato puree. The whole spices like cinnamon and cloves add aroma to the chawal dish and adds color on your dinner table.",4,1,"2 boiled potatoes
1/4 onion , cut into slits
1 medium tomato , chopped
1 tsp ginger-garlic (adrak-lehsun) paste
2 tsp olive oil
salt to taste
1/2 tsp asafoetida (hing) and turmeric powder (haldi)
1 tsp chilli powder
1 tsp garam masala
1 tsp cumin seeds (jeera)
1 small green chilli , chopped into small pieces
1 small strand of curry leaves (kadi patta)
1 tsp coriander (dhania) leaves
1 tsp ghee
1 1/2 glass of rice (chawal)","Method

Microwave the rice or pressure cooker it.
Meanwhile, mash the potatoes into slightly medium chunks.
In a kadai, heat olive oil.
Add jeera. after it becomes hot, add the cut curry leaves.
Add ginger-garlic paste. add onions.
Add hing, haldi, chili powder & garam masala.
After a minute, add the cut tomatoes & green chilies.
Add salt & mix well. now add the boiled mashed potatoes.
Stir for 2 minutes. switch off the gas.
After the rice is done, add it to the kadai. mix well.
Add a 1 tsp of ghee & coriander leaves.
Keep it closed.
Mix & serve while ready to eat.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes']",https://www.tarladalal.com/members/572460/big/big_masala_bhat__by_shshy-6.jpg?size=500X375,"['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes', 'Masala Bhat By shshy recipe - How to make Masala Bhat By shshy']"
190,Masala Bhat By Tiwari_anuja recipe - How to make Masala Bhat By Tiwari_anuja,Masala Bhat By Tiwari_anuja,tiwari_anuja,"An unique main course recipe, masala bhat(rice) is basically rice cooked with masaledaar spices,onion and tomato puree. The whole spices like cinnamon and cloves add aroma to the chawal dish and adds color on your dinner table.",35,4,"1 1/2 cups long grained rice (basmati)
8 small brinjal (baingan / eggplant)
4 tbsp oil
8 to 10 tendli
1/4 cup chopped coriander (dhania)
6 to 7 whole dry kashmiri red chillies
1/2 cup dessicated coconut (kopra)
2 tsp coriander (dhania) seeds
1 tsp cumin seeds (jeera)
10 cashewnuts (kaju)
1/4 cup freshly grated coconut
2 bayleaf (tejpatta)
5 to 6 cloves (laung / lavang)
3 to 4 cardamoms
1 black cardamom (badi elaichi)
1 tsp turmeric powder (haldi)
salt to taste
1 tbsp lemon juice","Method
Soak rice in 3 cups of water for 30 minutes. Drain and keep aside.
Wash brinjals and slit 4 brinjals crosswise leaving the stem intact.
Remove the stems and cut the remaining into cubes and soak them in salted water.
Wash and cut the tendlis into 4 lengthwise.
Dry roast coriander seeds, cumin seeds, whole red chillies, dry coconut till a nice aroma comes.
Cool and blend in a mixer into a smooth paste, using little water. Keep aside.
Roast cashewnuts and keep aside.
Heat oil in a pan and add the bay leaves, cloves, green cardamoms, black cardamoms and saut� for a minute.
Add the masala paste and saut� for 3 minutes.
Add the tendlis and brinjals, mix well and add the salt, turmeric powder and mix well and cook for five to eight minutes.
Add the rice and 3 cups of water and mix well.
Add roasted cashewnuts, half the coriander, mix well and cook for five to seven minutes. The rice is cooked.
Garnish with coconut and remaining coriander.
Add the lemon juice and serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes']",https://www.tarladalal.com/images/recipe/addnewphoto.jpg,"['Gujarati Khichdi', 'Maharashtrian Bhaat (Rice)', 'Traditional Indian Rice Recipes', 'Masala Bhat By Tiwari_anuja recipe - How to make Masala Bhat By Tiwari_anuja']"
191,Masala Chai Or Masala Tea recipe - How to make Masala Chai Or Masala Tea,Masala Chai Or Masala Tea,Tarla Dalal,"masala chai recipe | masala tea | Mumbai roadside Masala Tea | Indian spiced tea | with 10 amazing images.

Masala Chai is a very famous hot beverage originated from India. Rainy or winter days, it is a go to beverage. For most Indians, the day starts with a cup of masala chai. Chai or tea is a popular beverage made using a handful of aromatic ingredients. The quantity of all the ingredients varies from person to person. Every household has their own style of making it.

As the name suggests, masala chai literally translate to spiced tea. The flavour of the tea is very powerful, it is basically made by brewing black tea with masala.

We have made masala tea by taking water in a deep pan, added tea powder, the colour and flavour of the masala chai will largely depend upon the strength of tea powder so, always make use of good quality tea powder or tea leaves then add sugar. Further we have added lemongrass which gives a refreshing flavor to the tea. Also, we have added grated ginger which plays an important role in giving tea a refreshing hint. Further chai masala is added which is made with Indian spices. You can readily find it in the market or use our chai masala recipe and boil it all together so that all the flavours are extracted. It will aromatic and the flavour will be properly infused. Lastly, milk is added. You can add milk according to your preference depending on how you like yourmasala tea.

If you start walking around the streets of India, you will see a chaiwala around every corner selling tea with biscuits or cream rolls. Be it day or night. Late nights, the chai wala�s are seen selling tea on their cycles making Mumbai roadside Masala Tea very popular . Tea is one of the very famous beverage and people usually start their day with tea and some breakfast.

Masala tea can soothe you when you are unwell, rejuvenate you when you are tired, and revive your spirits when you are bored.

Start your day with Masala tea and serve it with biscuits or any of your favourite snack.

Enjoy masala chai recipe | masala tea | Mumbai roadside Masala Tea | Indian spiced tea | with detailed step by step photos and video below.",12,7,"For Masala Chai
1/2 tsp chai ka masala
2 tbsp tea powder (chai ki patti)
4 tbsp sugar
2 lemongrass (hare chai ki patti) stalks , each cut into 50 mm. pieces
1/2 tsp crushed ginger (adrak)
2 cups milk","Method
For masala chai
To make masala chai recipe, combine 2 cups of water, tea powder, sugar, lemongrass, ginger and chai masala in a non-stick saucepan and boil on a medium flame for 2 minutes.
Add the milk, mix well and bring to boil on a medium flame. When the mixture boils till the brim, reduce the flame to slow to prevent it from spilling out and continue to boil for 4 to 5 minutes, while stirring occasionally if required.
Strain immediately using a strainer and discard the tea powder mixture.
Serve the masala chai immediately.","{""energy"" : ""105 cal"", ""protein"" : ""2.5 g"", ""carbs"" : ""12.2 g"", ""fiber"" : ""0 g"", ""fat"" : ""3.7 g"", ""cholestrol"" : ""9.1 mg"", ""sodium"" : ""10.9 mg""}","['Maharashtrian', 'Punjabi Breakfast', 'Gujarati Breakfast', 'Maharashtrian Breakfast', 'Beverages', 'Tea, Chai', 'Boiled']",https://www.tarladalal.com/members/9306/big/big_masala_chai_or_masala_tea-14441.jpg?size=696X905,"['Maharashtrian', 'Punjabi Breakfast', 'Gujarati Breakfast', 'Maharashtrian Breakfast', 'Beverages', 'Tea, Chai', 'Boiled', 'Masala Chai Or Masala Tea recipe - How to make Masala Chai Or Masala Tea']"
192,Masala Chana ( Mumbai Roadside Recipes ) recipe - How to make Masala Chana ( Mumbai Roadside Recipes ),Masala Chana ( Mumbai Roadside Recipes ),Tarla Dalal,"Masala chana, this is one cart vendor i want to bless, for providing a really nutritious meal! you can have the spiciness customised to your liking! most popular at chowpatty, beaches and at railway stations too.",8,2,"1 cup hara chana (green chick peas) , soaked and boiled
2 tbsp butter
2 tsp finely chopped green chillies
1/2 cup finely chopped onions
3/4 cup finely chopped tomatoes
1/2 tsp chilli powder
1/2 tsp pav bhaji masala
2 tsp chaat masala
salt to taste
4 tsp lemon juice
2 tbsp finely chopped coriander (dhania)","Method
Heat the butter in a broad non-stick pan, add the green chillies and saut� on a medium flame for a few seconds.
Add the onions and saut� on a medium flame for 1 to 2 minutes or till the onions turn translucent.
Add the tomatoes and saut� on a medium flame for 1 to 2 minutes.
Add the chilli powder, pav bhaji masala and chaat masala, mix well and cook on a medium flame for 1 minute.
Add the salt and hara chana,mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.
Add the lemon juice and coriander, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.
Serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Mumbai Street Food', 'Saute', 'Kadai Veg', 'Quick Snacks / Quick Starters']",https://www.tarladalal.com/members/9306/big/big_masala-chana-(-mumbai-roadside-recipes-)-2218.jpg?size=500X660,"['Mumbai Street Food', 'Saute', 'Kadai Veg', 'Quick Snacks / Quick Starters', 'Masala Chana ( Mumbai Roadside Recipes ) recipe - How to make Masala Chana ( Mumbai Roadside Recipes )']"
193,Masala Dosa ( Mumbai Roadside Recipe) recipe - How to make Masala Dosa ( Mumbai Roadside Recipe),Masala Dosa ( Mumbai Roadside Recipe),Tarla Dalal,"masala dosa recipe | Mumbai roadside masala dosa | restaurant style aloo masala dosa | with 24 amazing images.

masala dosa is a popular South Indian breakfast dish served with piping hot sambar. So popular is the crispy masala dosa in India that it's a famous street food like Mumbai roadside masala dosa and served as restaurant style aloo masala dosa in all parts of the world. I prefer having masala dosa with coconut chutney for dinner to make a one dish South Indian meal.

masala dosa is a thin crisp dosa, engulfed in a creamy and spicy potato bhaji, is folded up and neatly cut into four pieces. It�s worth learning how the pieces are smoothly whisked onto the plate in one swift move once done!

An important part of making masala dosa recipe is the aloo masala. We show you step by step on making this popular aloo masala and it�s so tasty that you can have it as a sabzi.

Notes on masala dosa recipe. 1. Greasing of the tava and then sprinkling water, is very important as it brings down the temperature of the tava. Making the batter of restaurant style masala dosarestaurant style masala dosa to spread easily in a circular motion. 2. To make restaurant style masala dosa, we are using readymade dosa batter. We will add a little salt and adjust the consistency by adding a little water, mix well and keep aside. If using batter stored in the fridge then bring it to room temperature and then make dosa. This is very important or else you won�t get brown crispy dosa. 3. The trick to get a crispy dosa is the dosa batter. The raw rice and par boiled rice is used to get crisp and golden dosa and rice flakes are used to get the ideal texture, which makes are dosa crisp from outer surface and slightly spongy on the inner side.

Masala Dosa, a tried-and-tested recipe that serves as a wholesome answer to the hungry palate!

Learn to make masala dosa recipe | Mumbai roadside masala dosa | restaurant style aloo masala dosa | with step by step photos and video below.",45,4,"For The Aloo Masala (makes Approx. 1 1/3 Cups)
1 1/4 cups boiled and peeled potato cubes
1 tbsp oil
1/2 tsp mustard seeds ( rai / sarson)
1/2 tsp split urad dal (split black lentils)
1 tsp finely chopped green chillies
7 to 8 curry leaves (kadi patta)
1/2 cup thinly sliced onions
salt to taste
1/4 tsp turmeric powder (haldi)
1 tsp lemon juice
a pinch of sugar
1 tbsp finely chopped coriander (dhania)

Other Ingredients For Masala Dosa
1 1/2 cups readymade dosa batter
salt to taste
9 tsp butter for greasing and cooking

For Serving With Masala Dosa
coconut chutney","Method
For the aloo masala
Heat the oil in a kadhai and add the mustard seeds.
When the seeds crackle, add the urad dal and saut� on a medium flame for 30 seconds.
Add the green chillies, curry leaves and onions and saut� on a medium flame for 2 to 3 minutes, while stirring occasionally.
Add the potatoes, salt, turmeric powder, lemon juice and sugar, mix well and cook on a medium flame for 2 minutes, while stirring occasionally.
Add the coriander, mix well and cook on a medium flame for 1 minute.
Allow it to cool.
Once cooled, mash lightly with the back of the spoon and keep aside.

How to proceed to make masala dosa
Combine the dosa batter, salt and a little water, mix well and keep aside.
Heat a tava /non-stick tava (griddle), grease it lightly with � tsp butter, sprinkle a little water on it (it should sizzle immediately) and wipe off using a wet piece of cloth.
Pour �th of the batter on the tava (griddle) and spread in a circular motion to make a 175 mm. (7"") thin dosa.
Smear 2 tsp of butter on the edges of the dosa
Spread �th of the prepared aloo masala evenly over the dosa using a spatula and cook till the dosa turns golden brown in colour.
Fold over while pressing it lightly, using a spatula to make a flat roll.
Repeat with the remaining ingredients to make 3 more masala dosa.
Serve the masala dosa immediately with coconut chutney.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['South Indian', 'Mumbai Street Food', 'Snacks for Entertaining', 'Indian Party', 'Indian Birthday Party', 'Tava']",https://www.tarladalal.com/members/9306/big/big_masala_dosa_(_mumbai_roadside_recipe)-13805.jpg?size=696X905,"['South Indian', 'Mumbai Street Food', 'Snacks for Entertaining', 'Indian Party', 'Indian Birthday Party', 'Tava', 'Masala Dosa ( Mumbai Roadside Recipe) recipe - How to make Masala Dosa ( Mumbai Roadside Recipe)']"
194,Masala Khichdi By Shubaraj recipe - How to make Masala Khichdi By Shubaraj,Masala Khichdi By Shubaraj,shubaraj,"Masala khichdi is a spicy and quick indian food prepared with a combination of rice with lentils. Learn how to make/prepare delicious khichdi at tarladala. Com. Also find many interesting rice recipe, biryani recipe at tarladalal. Com",25,2,"1 cup rice (chawal)
1 cup yellow moong dal (split yellow gram)
1 tsp cumin seeds (jeera)
8 to 10 curry leaves (kadi patta)
1 tbsp oil
salt to taste

To Be Ground Into Masala
1 tsp black peppercorns (kalimirch)
1 tsp cloves (laung / lavang)
1 tsp coriander (dhania) seeds
2 tsp dry coconut (kopra)
1"" stick cinnamon (dalchini)

For Serving
ghee","Method
Roast the moong dhal in a pan till the colour changes.
Remove and keep aside to cool.
Wash the rice and moong dhal together and soak them in a pressure cooker with 4 cups of water and salt, mix well. Keep aside.
Heat the oil in a small kadhai and add the cumin seeds.
When the seeds crackle, add the curry leaves and dry ground masalas, mix well and saute for 1 minute.
Add to the rice, mix well and pressure cook for 3 whistles.
Serve hot with ghee.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Maharashtrian Bhaat (Rice)', 'One Dish Vegetarian Meals', 'One Meal Dinner']",https://www.tarladalal.com/images/recipe/addnewphoto.jpg,"['Maharashtrian Bhaat (Rice)', 'One Dish Vegetarian Meals', 'One Meal Dinner', 'Masala Khichdi By Shubaraj recipe - How to make Masala Khichdi By Shubaraj']"
195,Masala Khichiya Papad ( Mumbai Roadside Recipes ) recipe - How to make Masala Khichiya Papad ( Mumbai Roadside Recipes ),Masala Khichiya Papad ( Mumbai Roadside Recipes ),Tarla Dalal,"Crunchy to the core, and as tongue-tickling as a snack can get! The Masala Khichia Papad is a scrumptious snack of crushed papads topped with chopped veggies, peppy chutneys and of course, crisp sev. When all these merge together in one mouthful, the experience is just too exciting. Keep all the ingredients ready but prepare this just before serving; otherwise the papad will get soggy with the juices of the vegetables and chutneys.",28,4,"4 khichiya papads (readily available in the market)
6 tsp melted butter
8 tbsp finely chopped cabbage
8 tbsp finely chopped onions
8 tbsp finely chopped cucumber
8 tbsp finely chopped tomatoes
salt to taste
4 tsp green chutney
4 tsp garlic chutney
4 tbsp nylon sev
2 tsp lemon juice

For The Garnish
8 tsp finely chopped coriander (dhania)","Method
Roast a khichiya papad on an open medium flame till light brown spots appear on both the sides.
Allow it to cool slightly, place it on a serving plate and press in the centre it with your palm to break it into pieces.
Apply 1� tsp melted butter evenly over it.
Sprinkle 2 tbsp of cabbage, 2 tbsp of onions, 2 tbsp of cucumber, 2 tbsp of tomatoes and a little salt evenly over it.
Top with 1 tsp of garlic chutney and 1 tsp of green chutney evenly over it.
Sprinkle 1 tbsp nylon sev and � tsp lemon juice evenly over it.
Repeat steps 1 to 6 to make 3 more masala khichiya papads.
Serve immediately garnished with coriander.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Mumbai Street Food', 'Dinner', 'Indian Party', 'Quick Snacks / Quick Starters', 'Dinner Papad']",https://www.tarladalal.com/members/9306/big/big_khichia_papad_(_mumbai_roadside_recipes_)-10088.jpg?size=696X905,"['Mumbai Street Food', 'Dinner', 'Indian Party', 'Quick Snacks / Quick Starters', 'Dinner Papad', 'Masala Khichiya Papad ( Mumbai Roadside Recipes ) recipe - How to make Masala Khichiya Papad ( Mumbai Roadside Recipes )']"
